DateKey,Date,Month,Month_No,Quarter,Year
20231129,2023-11-29,November,11,4,2023
20231130,2023-11-30,November,11,4,2023
20231201,2023-12-01,December,12,4,2023
20231202,2023-12-02,December,12,4,2023
20231203,2023-12-03,December,12,4,2023
20231204,2023-12-04,December,12,4,2023
20231205,2023-12-05,December,12,4,2023
20231206,2023-12-06,December,12,4,2023
20231207,2023-12-07,December,12,4,2023
20231208,2023-12-08,December,12,4,2023
20231209,2023-12-09,December,12,4,2023
20231210,2023-12-10,December,12,4,2023
20231211,2023-12-11,December,12,4,2023
20231212,2023-12-12,December,12,4,2023
20231213,2023-12-13,December,12,4,2023
20231214,2023-12-14,December,12,4,2023
20231215,2023-12-15,December,12,4,2023
20231216,2023-12-16,December,12,4,2023
20231217,2023-12-17,December,12,4,2023
20231218,2023-12-18,December,12,4,2023
20231219,2023-12-19,December,12,4,2023
20231220,2023-12-20,December,12,4,2023
20231221,2023-12-21,December,12,4,2023
20231222,2023-12-22,December,12,4,2023
20231223,2023-12-23,December,12,4,2023
20231224,2023-12-24,December,12,4,2023
20231225,2023-12-25,December,12,4,2023
20231226,2023-12-26,December,12,4,2023
20231227,2023-12-27,December,12,4,2023
20231228,2023-12-28,December,12,4,2023
20231229,2023-12-29,December,12,4,2023
20231230,2023-12-30,December,12,4,2023
20231231,2023-12-31,December,12,4,2023
